1,-.0126141,-.9706696
2,-.0232783,-1.228557
4,-.0116509,.5576836
5,-.0114736,-.9048488
6,-.0106051,.5356851
8,-.0119404,.315859
9,-.0069616,.441136
10,-.0084236,.1935306
12,-.0095872,.3739022
13,-.0083843,-.2713148
15,-.0130191,2.303854
16,-.0179718,-.7157797
17,-.0081975,-.3580264
18,-.0087564,-1.065482
19,-.0129866,-1.000596
20,-.010661,-1.22676
21,-.0106835,-.5775521
22,-.0128807,-1.143515
23,-.012256,.6010653
24,-.009376,1.002061
25,-.0093958,1.73333
26,-.0085575,-.0853389
27,-.011671,.0756156
28,-.0120854,-.7830538
29,-.0113746,-1.069294
30,-.0178097,-.6394708
31,-.0118731,-.7885196
32,-.0098819,-.5404954
33,-.0134832,1.285248
34,-.0079198,1.034191
35,-.0154592,-.2147295
36,-.0075602,-.1853097
37,-.0042954,-.4608162
38,-.0112791,-.6733671
39,-.0082903,-.401406
40,-.0108051,-.7299986
41,-.0135981,.0322713
42,-.0092074,.3364165
44,-.0126478,1.832845
45,-.006238,-.7813696
46,-.0170564,-.9874075
47,-.0103021,-.7111078
48,-.0103884,-.4787274
49,-.0106365,-.0338742
50,-.0125858,.179968
51,-.0091813,-.1718816
53,-.0148204,.6985961
54,-.0156498,-.9378799
55,-.0105563,.1093039
56,-.0138846,-.5899668
